doc_id,dominant_topic,topic_label,dominant_prob,top_terms_of_topic,tokens_preview
47,2,우리사주,0.7652,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",인터넷뱅킹 금융 정보
48,0,로그인,0.8818,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",이상 개발자 당사자 메뉴 선택 로그인 로그인
49,2,우리사주,0.6035,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",로그인 지옥 경험 쓰레기 구로 관리
50,0,로그인,0.8629,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",돌이 로그인 거래 조회 인정 필요 마지막 원위치 뺑뺑이 인내력 시험 평가 성질 휴대폰 수도
51,0,로그인,0.8274,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",로그인 이동 로그인 접근 조치
52,1,인증,0.6585,"인증,최악,대출,개선,금리,오류,인증서,담보,고객,짜증",회사 스팸앱 성의
53,0,로그인,0.6489,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",자동 로그 아웃 공동인증서 보내기 앱에서 로그인 오류
54,0,로그인,0.3333,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",EH
55,2,우리사주,0.6384,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",바이오인증 오류 환장
56,1,인증,0.5866,"인증,최악,대출,개선,금리,오류,인증서,담보,고객,짜증",최악 쓰레기 페이지 수준
57,0,로그인,0.3333,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",사주 단독 독점
58,1,인증,0.6665,"인증,최악,대출,개선,금리,오류,인증서,담보,고객,짜증",최악
59,2,우리사주,0.7705,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",피드백 관리도 사용자 편의성 보장
60,2,우리사주,0.6641,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",쓰레기
61,0,로그인,0.3333,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",원격조종앱 발견 앱인지 할거 친절
62,0,로그인,0.7188,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",개발자 테스트 출시 로그인 정상 기타 조회 로그인
63,0,로그인,0.3333,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",비용
64,0,로그인,0.9582,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",평가 평가 로그인 주기 고객정보 갱신 정보 갱신 입력 방법 인증 메세지 등록 인증센터 인증서 등록 고객정보 갱신 정보 갱신
65,1,인증,0.6665,"인증,최악,대출,개선,금리,오류,인증서,담보,고객,짜증",최악
66,0,로그인,0.4538,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",불편 예외 처리 로그인 실패
67,2,우리사주,0.6663,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",처음
68,1,인증,0.896,"인증,최악,대출,개선,금리,오류,인증서,담보,고객,짜증",한국증권금융 홈페이지 수준 서버 문제 메뉴 클릭 다음 이동 수분
69,0,로그인,0.7767,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",금융인증서 로그인 클릭 해도 진입
70,2,우리사주,0.6641,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",불편
71,2,우리사주,0.6635,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",인간 하네 담당자 담당자 개발 테스트 안함 반복
72,2,우리사주,0.8269,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",회원 가입 ID 로그인 인증센터 간편인증 비밀번호 설정 신분증 촬영 다음 다운 테스트 짜증
73,2,우리사주,0.6641,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",쓰레기 접합 니다 투자
74,1,인증,0.6665,"인증,최악,대출,개선,금리,오류,인증서,담보,고객,짜증",이런앱 앞으로 최악
75,1,인증,0.5885,"인증,최악,대출,개선,금리,오류,인증서,담보,고객,짜증",로그인 인증 무한 반복 짜증 지대
76,0,로그인,0.8134,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",할라 하면 로그인 로그인 인증서 센터 인증센터 인증 로그인 무한루프 반복 구로 불편
77,0,로그인,0.8664,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",공동인증서 등록 계속 로그인 공동인증서
78,2,우리사주,0.7201,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",로그인 조회 회원 가입 이랑 본인인증 시키
79,2,우리사주,0.407,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",인간 불편 터치 횟수 로딩 최소한 금융 비교 개선 중복 프로세스 인증서 발급 입력 버튼 약관 환장
80,1,인증,0.8332,"인증,최악,대출,개선,금리,오류,인증서,담보,고객,짜증",최악 세계 최악 순위 등극 수준 부끄러움
81,0,로그인,0.604,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",인증서 발급 업무 처리 인증서 문제
82,0,로그인,0.3333,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",대가리
83,0,로그인,0.7753,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",사용자 로그인 메뉴 이동 로그인 필요 로그인 버퍼 하루 종일 별점
84,1,인증,0.5005,"인증,최악,대출,개선,금리,오류,인증서,담보,고객,짜증",개막장앱 처음 해외 대출 연장 사투 초딩 개발자 오류 인증서 다운 비밀번호 관리 퇴사 아무도 신경 이유 고객 악플에 관리자
85,1,인증,0.6665,"인증,최악,대출,개선,금리,오류,인증서,담보,고객,짜증",최악
86,0,로그인,0.3333,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",유발 그지
87,0,로그인,0.3333,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",극한
88,2,우리사주,0.6664,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",대기 설치
89,0,로그인,0.5959,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",서비스 아이 로그인 인증 방식 로그인 필요 인증 방식 등록 개인정보 변경 필요 개인정보 변경 인증 방식 로그인 오류 무한루프
90,0,로그인,0.8332,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",타기관 공동인증서 등록 모발
91,0,로그인,0.642,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",거지 계좌 계속 중단 거지 밥통 증권사
92,2,우리사주,0.5842,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",계좌 개설 관리 선택 전화 설치 별짓
93,1,인증,0.666,"인증,최악,대출,개선,금리,오류,인증서,담보,고객,짜증",해외 몇번을 온라인 주소 해외여행 기간 대출 기한
94,0,로그인,0.3333,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",구독 알람 설정
95,0,로그인,0.3333,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",성의 담당자
96,1,인증,0.8824,"인증,최악,대출,개선,금리,오류,인증서,담보,고객,짜증",인증 절차 오류 인증 계좌인증 오류로 다음 단계 불가 UI 구려 예전
97,2,우리사주,0.6616,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",우리사주
98,2,우리사주,0.6641,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",쓰레기
99,0,로그인,0.3333,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",불량
100,0,로그인,0.7696,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",공동인증서 발급 인식
101,2,우리사주,0.6641,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",쓰레기
102,0,로그인,0.3333,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",해외
103,0,로그인,0.6661,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",금융인증서
104,0,로그인,0.7777,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",공동인증서 등록 대출금
105,0,로그인,0.3333,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",개불
106,2,우리사주,0.6641,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",불편
107,2,우리사주,0.677,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",설치 다운로드 과정 이상 조치 부탁
108,2,우리사주,0.6384,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",네트워크 연결 오류
109,0,로그인,0.3333,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",연장 건강보험 공단 API 연동 오류메시지
110,0,로그인,0.6665,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",간편인증 등록 페이지 가시 가독성 할거
111,2,우리사주,0.6641,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",불가 불편
112,0,로그인,0.3333,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",성의
113,2,우리사주,0.4224,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",로그인 이거 하면 달팽이 짜증 만당 절대 가입 관련 직접 체험 스트레스 빠이
114,0,로그인,0.6665,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",공동인증서 이건
115,0,로그인,0.6638,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",로그인 도안
116,0,로그인,0.3333,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",옆집 중학생
117,0,로그인,0.874,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",로그인 바이오인증 바이오 등록 완료 위치 지문 간편인증 등록 신분증 인증 간편인증 등록 버림
118,0,로그인,0.7735,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",증권사 공동인증서 인식
119,0,로그인,0.9242,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",타기관 공동인증서 등록 발급 키움증권 공동인증서 폐기 인증서 발급 귀사 인증서 폐기
120,0,로그인,0.3333,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",개안
121,0,로그인,0.3781,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",편의성 안정 북한앱 부족 로그인 아이 비밀번호 인증서 등록 회사 직원 수준 대학동 아리 직원 오점 평점 평점 관리 공공기관
122,0,로그인,0.8431,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",방법 유합 타기관 공동인증서 등록 금융 인증서 한국증권금융 타기관 인증서 모바일 이동 타기관 인증서 등록 개선
123,0,로그인,0.4603,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",증권사 불편 사주 주관 사가
124,2,우리사주,0.445,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",공동인증서 설치 무지
125,0,로그인,0.7746,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",인증서 등록 하루 종일 낭비
126,0,로그인,0.8089,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",와우 최고 공동인증서 분실 발급 이건 하늘 별따기 인증서 비밀번호 발행 하늘 별따기 방법 방법 인증서 분실 로그인
127,1,인증,0.5141,"인증,최악,대출,개선,금리,오류,인증서,담보,고객,짜증",최악 UI 고객 생각 결여 편의성 인증서 갱신 휴대폰 인증서 타기관 인증서 발행 이상 취급 오류 최악
128,0,로그인,0.8546,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",공동인증서 등록 문제 에선 인터넷익스플로러 윈도우 익스플로러 인증서 등록
129,0,로그인,0.6367,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",공동인증서 등록 쓰레기
130,0,로그인,0.828,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",공동인증서 등록 조회
131,2,우리사주,0.6641,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",불편
132,1,인증,0.4459,"인증,최악,대출,개선,금리,오류,인증서,담보,고객,짜증",최악 설치
133,0,로그인,0.6652,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",외국 신청 방법
134,2,우리사주,0.7726,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",비밀번호 변경 비밀번호
135,2,우리사주,0.6662,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",다운로드
136,0,로그인,0.6626,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",감사
137,2,우리사주,0.6141,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",시세 정보
138,0,로그인,0.7777,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",공동인증서 등록
139,2,우리사주,0.7768,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",쓰레기 뱅킹 마이너스 개발 시대 역행
140,2,우리사주,0.6664,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",설치
141,0,로그인,0.3333,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",사용성
142,2,우리사주,0.7776,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",설치 제거 설치 계속
143,0,로그인,0.3333,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",외국 네트워크 오류로 시도 재설치
144,0,로그인,0.3333,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",이자
145,2,우리사주,0.6658,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",요즘 세대
146,2,우리사주,0.6664,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",설치 어제
147,2,우리사주,0.7705,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",업뎃했는데 사용자 편의성 고민
148,2,우리사주,0.7705,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",공공기관 그런지 사용자 편의성
149,2,우리사주,0.4904,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",증권 회사 불편
150,2,우리사주,0.6662,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",영국 다운로드 상태
151,0,로그인,0.6509,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",사우디 증권사 은행
152,2,우리사주,0.6641,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",불편
153,2,우리사주,0.6515,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",신분증
154,2,우리사주,0.5445,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",공동인증서 발행 신분증 사진 인식 테스트 의심
155,2,우리사주,0.8276,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",컨텐츠 다운로드 메세지 네트워크 오류
156,2,우리사주,0.6664,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",설치 일인자
157,2,우리사주,0.6662,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",이제 다운로드
158,2,우리사주,0.3881,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",거지 사진 인증 오류 인내심 테스트
159,0,로그인,0.6626,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",감사
160,1,인증,0.8306,"인증,최악,대출,개선,금리,오류,인증서,담보,고객,짜증",한국 금융기관 사용성 최악 시대 흐름 고객 편의 생각
161,1,인증,0.666,"인증,최악,대출,개선,금리,오류,인증서,담보,고객,짜증",예전 쓰기 대출 관련 신규 내용
162,0,로그인,0.3333,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",안드로이드 은행앱
163,0,로그인,0.3333,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",안드로이드 업그레이드
164,2,우리사주,0.7769,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",쓰레기 주소지 적용 가입 불가 주소 적용
165,1,인증,0.4481,"인증,최악,대출,개선,금리,오류,인증서,담보,고객,짜증",역대 최악 필요
166,2,우리사주,0.6664,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",설치
167,0,로그인,0.3333,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",업그레이드
168,0,로그인,0.3333,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",베리
169,2,우리사주,0.6659,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",관리 주소
170,0,로그인,0.6517,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",인증서 갱신 오류 나니
171,2,우리사주,0.6641,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",완전 쓰레기
172,1,인증,0.9195,"인증,최악,대출,개선,금리,오류,인증서,담보,고객,짜증",금리 주식 담보 대출 우리사주 담보 대출 모바일 할인 마이너스 금리
173,2,우리사주,0.6662,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",다운로드
174,2,우리사주,0.6656,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",다운
175,2,우리사주,0.7653,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",체크 오류 잠시 후시 메세지
176,0,로그인,0.3333,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",모양 정상
177,1,인증,0.6663,"인증,최악,대출,개선,금리,오류,인증서,담보,고객,짜증",최고
178,0,로그인,0.6661,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",매도 상환 요새 사내 거래
179,1,인증,0.7493,"인증,최악,대출,개선,금리,오류,인증서,담보,고객,짜증",대출 조회 관리자 방치 데이터 소비 회사 서무
180,0,로그인,0.4536,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",불편 로그인
181,0,로그인,0.3333,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",기획자 미인
182,1,인증,0.9067,"인증,최악,대출,개선,금리,오류,인증서,담보,고객,짜증",한국증권금융 모바일 도입 우리사주 담보 대출 반대 대출 금리 이벤트 사용법
183,1,인증,0.6665,"인증,최악,대출,개선,금리,오류,인증서,담보,고객,짜증",최악
184,1,인증,0.666,"인증,최악,대출,개선,금리,오류,인증서,담보,고객,짜증",대출 아무것
185,1,인증,0.6311,"인증,최악,대출,개선,금리,오류,인증서,담보,고객,짜증",모바일
186,1,인증,0.8665,"인증,최악,대출,개선,금리,오류,인증서,담보,고객,짜증",금리 증권 담보 대출 금리 완전 수시 예금 조건 국내 금융기관 제일 조건
187,0,로그인,0.5018,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",공동인증서 비밀번호 입력
188,2,우리사주,0.7453,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",우리사주 제도 안내 해설 우리사주 조합 결성 운영 우리사주 예탁 관리 우리사주 조합원 예탁 주식 관리 우리사주 예탁 주식 이용한
189,1,인증,0.776,"인증,최악,대출,개선,금리,오류,인증서,담보,고객,짜증",창구 계좌 인증
190,2,우리사주,0.833,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",외부 그동안 뱅킹앱 업무 처리 뱅킹 방문 출시 다운 디자인 기능 이제 번창
191,2,우리사주,0.7606,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",오오 모바일 처음 적응 도움
192,2,우리사주,0.8312,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",한국증권금융 뱅킹 우리사주 관리 부자
193,0,로그인,0.3333,"로그인,등록,공동인증서,인증서,타기관,갱신,필요,금융인증서,인증,거지",조작
194,2,우리사주,0.7502,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",블랙앱 설치 장비 라고 보안 책상 종료 블랙앱 블랙앱이라 루팅
195,2,우리사주,0.8217,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",모바일 처음 메뉴 접근
196,1,인증,0.7636,"인증,최악,대출,개선,금리,오류,인증서,담보,고객,짜증",한국증권금융 모바일
197,2,우리사주,0.666,"쓰레기,가입,오류,우리사주,불편,설치,관리,처음,비밀번호,디자인",뱅킹
